Spindle_Speed_rpm,Feed_mm_per_rev,Depth_of_Cut_mm,Machining_Length_mm,Machining_Time_sec,Operation_Milling,Operation_Turning,Material_Brass,Material_Cast Iron,Material_Mild Steel,Tool_Type_Carbide,Tool_Type_Coated Carbide,Tool_Type_HSS
2843,0.196,1.085,244,36.385906050639946,True,False,False,True,False,True,False,False
2228,0.296,1.082,79,5.746496265858491,False,True,True,False,False,True,False,False
1508,0.265,2.828,25,3.2100028492817936,False,True,False,False,True,False,True,False
1430,0.388,0.861,93,10.383556917371434,False,True,False,False,True,True,False,False
2024,0.41,2.343,252,22.23370967691278,False,True,False,False,True,False,False,True
1507,0.481,2.949,162,12.60620151625607,False,True,True,False,False,False,False,True
1675,0.293,0.941,151,29.40041830172461,True,False,False,False,True,False,False,True
791,0.27,2.454,189,55.87587597890464,False,True,False,True,False,True,False,False
517,0.243,0.406,159,92.95646333002473,True,False,False,True,False,False,True,False
1946,0.389,2.529,82,8.35097920903647,False,True,False,True,False,False,False,True
2403,0.168,1.518,233,32.45768338073217,True,False,True,False,False,False,True,False
2943,0.137,1.95,91,20.193934557752684,True,False,False,True,False,True,False,False
2571,0.218,2.925,287,34.69044147474786,False,True,False,True,False,True,False,False
2418,0.08,2.112,139,41.54335446535762,True,False,True,False,False,False,True,False
1213,0.416,2.863,45,7.3197534431088105,False,True,False,True,False,False,False,True
1003,0.118,1.215,12,5.540075798542332,True,False,True,False,False,False,True,False
938,0.334,0.977,228,44.597632289737106,True,False,True,False,False,True,False,False
2896,0.201,1.996,100,9.413274582713736,False,True,True,False,False,False,False,True
828,0.39,2.867,291,56.085741584826,False,True,False,False,True,True,False,False
2089,0.38,1.042,170,17.756273949349257,False,True,False,True,False,False,False,True
856,0.067,1.38,211,207.98470202768428,False,True,False,False,True,False,True,False
1439,0.233,2.945,42,7.352234339257091,False,True,False,False,True,True,False,False
2408,0.339,1.902,164,10.402521188297392,False,True,False,False,True,False,True,False
553,0.135,1.833,160,113.31227712955084,False,True,False,False,True,False,True,False
2641,0.233,1.112,291,28.40939956926535,True,False,True,False,False,True,False,False
1570,0.488,2.19,230,18.33065925202352,False,True,False,True,False,False,True,False
2282,0.061,2.782,127,41.314525179268465,False,True,True,False,False,False,True,False
1078,0.495,2.28,89,8.944782451752035,False,True,False,False,True,False,True,False
2948,0.451,2.521,100,5.542136033618876,True,False,False,False,True,False,True,False
771,0.094,2.917,72,90.97804822147548,True,False,False,False,True,False,False,True
2041,0.403,1.817,203,14.12423026665084,True,False,True,False,False,False,True,False
1468,0.051,2.055,129,76.82724520026507,False,True,True,False,False,False,True,False
1301,0.158,0.209,119,33.79926994157417,False,True,True,False,False,False,False,True
776,0.087,2.632,295,356.0085876416564,False,True,False,True,False,False,False,True
2899,0.453,0.235,278,17.233236494332804,True,False,False,False,True,True,False,False
2773,0.054,1.19,229,68.7663549453845,False,True,True,False,False,False,True,False
2685,0.24,0.466,292,40.231637885085966,True,False,False,True,False,True,False,False
2308,0.32,1.033,114,7.290677743283291,False,True,True,False,False,True,False,False
2437,0.437,2.861,105,6.824305957918899,False,True,False,True,False,True,False,False
2940,0.288,2.321,241,11.682392577383771,False,True,True,False,False,False,True,False
2143,0.454,2.047,217,10.314784959388597,False,True,True,False,False,True,False,False
1469,0.22,2.313,177,40.949956746668526,True,False,False,False,True,True,False,False
970,0.417,2.616,192,22.441518803464845,False,True,True,False,False,True,False,False
1800,0.157,1.591,17,4.420789258122133,True,False,True,False,False,False,False,True
2793,0.486,1.778,72,3.2027189877442153,False,True,False,False,True,True,False,False
1152,0.105,1.228,164,105.2057570788644,True,False,True,False,False,False,False,True
1304,0.224,1.255,244,61.58809584310672,True,False,False,True,False,False,True,False
1252,0.243,2.897,151,30.92045124825355,False,True,False,True,False,False,True,False
2285,0.452,2.251,94,6.668360482333794,False,True,False,False,True,False,False,True
2370,0.159,1.04,202,23.755797249517478,False,True,True,False,False,False,True,False
1255,0.48,1.418,185,26.591679975899375,True,False,False,True,False,True,False,False
1962,0.283,2.511,122,16.738283525927937,True,False,False,False,True,True,False,False
2944,0.157,1.342,214,31.394873507221188,True,False,False,False,True,False,True,False
2256,0.229,1.753,41,6.3224246721964725,True,False,False,True,False,False,True,False
2371,0.165,0.559,158,17.443623409150007,False,True,True,False,False,False,True,False
2561,0.123,1.631,10,1.662771619842805,False,True,False,False,True,False,True,False
2049,0.1,2.003,157,44.35666522207047,True,False,True,False,False,False,True,False
699,0.097,2.395,75,70.49685821814212,True,False,True,False,False,True,False,False
2477,0.332,2.259,248,19.721144518027707,False,True,False,True,False,True,False,False
2319,0.092,0.681,28,7.429258572708151,False,True,True,False,False,False,False,True
864,0.298,0.621,165,33.514318022183865,False,True,False,False,True,False,True,False
2467,0.273,2.161,186,21.95865608655415,False,True,False,True,False,False,False,True
2664,0.184,0.39,40,3.695648674105858,False,True,True,False,False,False,True,False
2251,0.394,2.3,196,14.556240177138324,False,True,False,True,False,True,False,False
2626,0.268,0.576,173,17.47106564144993,True,False,False,False,True,False,True,False
855,0.247,1.852,22,7.103091374585067,True,False,False,False,True,False,True,False
2271,0.437,2.187,147,10.182983424286222,False,True,False,True,False,True,False,False
619,0.22,1.343,50,16.613076831608772,False,True,True,False,False,False,True,False
1460,0.198,1.553,278,74.98295072455798,False,True,False,True,False,False,False,True
1506,0.366,1.746,274,48.77443898606194,True,False,False,False,True,False,False,True
2090,0.209,0.514,265,42.597784038883916,False,True,False,False,True,False,False,True
890,0.209,1.478,36,13.104452548116061,True,False,False,False,True,False,True,False
1852,0.378,1.348,149,15.979908059381428,False,True,False,False,True,False,False,True
1156,0.295,1.36,100,16.51952575625125,True,False,True,False,False,False,True,False
1225,0.178,1.847,76,29.428195169670083,True,False,False,True,False,True,False,False
2615,0.08,0.349,51,22.81456040678871,True,False,False,False,True,False,False,True
2959,0.443,1.523,29,1.7779397998357243,True,False,False,True,False,False,True,False
2063,0.405,1.807,178,12.268099238112944,True,False,True,False,False,False,True,False
878,0.458,2.784,64,15.764467712780318,True,False,False,True,False,False,False,True
2715,0.488,2.834,124,7.879661362492592,True,False,False,True,False,True,False,False
2139,0.121,0.732,13,3.8961759671544587,False,True,False,True,False,False,False,True
2982,0.466,2.782,263,13.199570586315208,False,True,False,False,True,False,False,True
2674,0.203,0.888,231,33.377322376258824,True,False,False,False,True,True,False,False
582,0.099,2.189,271,284.84578729297186,False,True,False,False,True,True,False,False
1519,0.413,0.707,159,11.339203654908092,False,True,True,False,False,False,True,False
1425,0.215,2.948,234,45.103651140020446,False,True,False,True,False,False,True,False
1205,0.327,1.903,134,33.016174804087726,True,False,False,False,True,False,False,True
2076,0.14,2.561,118,36.14334718636286,True,False,False,False,True,False,False,True
2478,0.221,2.689,54,10.01822203123721,True,False,False,True,False,False,False,True
666,0.11,1.105,50,72.43305440799648,True,False,False,True,False,False,False,True
2929,0.057,2.063,64,29.29925348361673,True,False,False,False,True,True,False,False
1740,0.086,1.157,147,85.26570082602125,True,False,False,True,False,True,False,False
1965,0.26,2.222,221,24.552627102316972,False,True,True,False,False,False,False,True
1137,0.397,2.203,223,36.30769930342508,False,True,False,False,True,False,False,True
503,0.166,0.923,55,49.810014723828324,True,False,False,True,False,False,True,False
2756,0.137,1.816,180,31.04089516893577,False,True,False,True,False,True,False,False
867,0.213,1.741,44,14.739832264459606,False,True,False,False,True,True,False,False
2218,0.437,1.031,239,16.637053826508822,False,True,False,True,False,True,False,False
2613,0.464,0.581,31,1.5740146103200177,False,True,False,True,False,False,True,False
2305,0.452,0.297,169,13.186544358360761,True,False,False,False,True,True,False,False
1230,0.484,0.856,151,20.975736664329993,False,True,False,True,False,False,False,True
2586,0.173,1.378,239,48.86226740513211,True,False,False,False,True,False,False,True
666,0.297,2.776,123,50.25998132361402,True,False,False,True,False,False,True,False
1999,0.202,2.651,182,37.30098770540104,True,False,False,True,False,True,False,False
2835,0.146,0.371,17,3.88646106695994,True,False,False,False,True,False,False,True
2037,0.226,2.312,209,18.677801672184412,False,True,True,False,False,False,True,False
1577,0.149,2.413,194,65.98133129024983,True,False,False,True,False,False,True,False
1534,0.198,2.078,216,51.039928140490844,True,False,True,False,False,False,False,True
2761,0.074,1.415,51,25.084787910881793,True,False,False,True,False,False,False,True
2095,0.218,1.428,182,23.984834924050126,False,True,True,False,False,False,False,True
2478,0.18,0.417,13,1.2806699167229605,False,True,True,False,False,False,True,False
2993,0.294,2.111,235,18.655791406941585,False,True,False,False,True,False,False,True
500,0.406,1.4,54,17.825326337631072,True,False,False,False,True,False,True,False
1867,0.314,0.385,64,5.0440995948538845,False,True,True,False,False,True,False,False
2574,0.2,2.414,93,13.053082679552636,True,False,False,False,True,False,True,False
2046,0.368,1.077,50,5.216237649124965,False,True,False,True,False,False,False,True
619,0.306,1.459,72,22.104141940846215,True,False,True,False,False,False,True,False
2643,0.399,2.849,106,7.119392129838006,True,False,False,False,True,False,True,False
823,0.299,1.388,164,36.62178510218937,False,True,False,False,True,False,True,False
1027,0.354,1.818,37,9.415499339613854,True,False,False,False,True,False,False,True
1228,0.397,1.947,42,4.820407700964103,False,True,True,False,False,False,False,True
2141,0.475,0.221,259,11.196841315729104,False,True,True,False,False,False,True,False
2432,0.367,0.855,235,23.965698260209304,True,False,False,False,True,False,False,True
2509,0.289,2.333,178,23.747826346866393,True,False,False,False,True,False,False,True
875,0.272,0.203,150,48.099613556156655,True,False,True,False,False,False,False,True
2978,0.345,1.017,254,22.92471489878808,True,False,False,False,True,False,False,True
1639,0.317,0.453,255,20.517650401785975,False,True,True,False,False,False,True,False
1778,0.242,0.323,112,16.52747796085975,True,False,True,False,False,True,False,False
1656,0.379,1.36,251,25.10529825482959,False,True,False,False,True,True,False,False
1108,0.448,1.166,171,15.046256882641615,False,True,True,False,False,False,True,False
844,0.441,2.43,114,16.748023370847104,True,False,True,False,False,False,True,False
1554,0.394,2.228,186,12.865197436257255,False,True,True,False,False,False,True,False
822,0.363,1.623,72,18.91632709617244,True,False,True,False,False,False,False,True
911,0.301,2.123,203,59.67406421193291,True,False,False,False,True,True,False,False
1711,0.437,1.649,270,15.392588726616767,False,True,True,False,False,False,True,False
2579,0.233,0.367,283,23.43151955043743,False,True,True,False,False,True,False,False
1319,0.266,0.43,293,61.97854625549035,False,True,False,False,True,False,False,True
546,0.108,1.864,199,263.16005559755746,True,False,False,True,False,False,True,False
1135,0.211,1.425,231,74.99245864583914,True,False,False,False,True,True,False,False
1131,0.484,0.592,40,6.334497926784732,True,False,False,True,False,True,False,False
1140,0.391,2.985,20,3.3096469232529273,False,True,False,False,True,False,False,True
1240,0.161,2.906,101,30.622377152459464,False,True,False,False,True,True,False,False
1334,0.326,2.009,45,7.814288706602806,True,False,True,False,False,False,False,True
1866,0.265,0.85,291,53.11667804259951,True,False,False,False,True,False,False,True
1597,0.206,0.345,156,42.53379938777372,True,False,False,True,False,True,False,False
1604,0.083,2.282,294,193.97526109935492,True,False,False,True,False,True,False,False
1436,0.083,0.495,222,111.15605614930811,False,True,False,True,False,False,True,False
1808,0.113,2.116,267,80.4384339455514,False,True,False,False,True,True,False,False
645,0.499,1.443,72,12.953125862377496,True,False,True,False,False,False,True,False
1777,0.253,1.546,65,10.835721883378199,False,True,False,False,True,False,False,True
878,0.441,0.468,184,29.6576082777845,True,False,True,False,False,True,False,False
2887,0.221,1.153,173,15.343513310513883,False,True,False,True,False,False,True,False
2683,0.357,1.39,262,16.55670532565064,False,True,False,False,True,True,False,False
2589,0.182,1.323,278,32.53962247077402,False,True,False,False,True,False,True,False
2678,0.336,1.978,182,15.270898483758963,False,True,False,False,True,False,False,True
1201,0.16,2.925,40,12.437858395368242,False,True,True,False,False,False,False,True
1551,0.236,1.768,25,5.0342257781808,True,False,True,False,False,False,False,True
557,0.423,0.592,206,67.64979049482453,True,False,True,False,False,False,False,True
1838,0.145,2.854,169,37.38144643643869,False,True,False,True,False,False,True,False
879,0.082,1.652,247,219.50231798999644,False,True,False,True,False,True,False,False
547,0.468,0.309,54,17.46061932853759,False,True,False,True,False,False,False,True
2445,0.465,1.176,110,4.225933830360876,False,True,True,False,False,False,True,False
2222,0.297,2.422,166,13.576559200795481,False,True,False,False,True,False,True,False
2103,0.173,2.355,131,29.399261888355433,True,False,False,False,True,True,False,False
1411,0.197,0.493,196,54.22717973232983,True,False,False,True,False,False,True,False
1734,0.149,1.132,152,36.11630883655402,False,True,False,True,False,False,True,False
2292,0.278,2.85,85,9.452783782288515,True,False,False,False,True,False,True,False
2058,0.352,2.708,294,23.738487341717413,False,True,True,False,False,False,False,True
2671,0.398,0.772,153,11.285614967902744,True,False,False,False,True,True,False,False
2145,0.422,2.58,70,5.865066428115804,True,False,False,True,False,False,True,False
2785,0.249,0.463,119,10.261896600732666,False,True,False,True,False,False,True,False
2503,0.065,1.631,223,98.25850750371119,True,False,True,False,False,False,False,True
1985,0.135,2.651,107,23.446530840654543,False,True,False,False,True,True,False,False
2855,0.269,0.724,256,22.77918721275437,True,False,False,False,True,False,True,False
1369,0.342,1.871,178,21.86851295999819,False,True,False,False,True,True,False,False
757,0.098,1.553,209,200.38814792828802,False,True,False,False,True,False,False,True
1991,0.228,2.112,230,38.67155976027642,False,True,False,True,False,False,False,True
2552,0.429,1.338,161,9.138776210409995,False,True,False,False,True,True,False,False
2797,0.375,2.378,78,5.849616347747575,True,False,False,True,False,False,True,False
640,0.168,2.105,160,88.99974534716459,False,True,False,False,True,True,False,False
1615,0.137,2.919,231,92.49351914504027,True,False,False,True,False,True,False,False
752,0.367,1.213,12,2.681647896259124,False,True,False,False,True,True,False,False
893,0.317,2.397,170,42.56228361805457,False,True,False,False,True,False,False,True
952,0.374,2.699,165,32.23724932884484,True,False,False,False,True,False,True,False
2706,0.27,2.445,117,11.100415871599536,False,True,False,False,True,False,False,True
565,0.099,1.785,42,41.672760467682636,False,True,True,False,False,False,False,True
1969,0.229,1.849,76,7.226781752427134,False,True,True,False,False,False,True,False
953,0.243,1.041,102,26.339858836547506,False,True,True,False,False,False,False,True
2930,0.069,2.884,97,48.694045936253595,True,False,False,True,False,False,False,True
859,0.449,0.882,56,10.718710230832032,False,True,False,False,True,False,False,True
1229,0.366,1.596,145,26.3121742136819,False,True,False,True,False,False,False,True
2992,0.219,2.783,201,29.00910349467205,True,False,False,False,True,False,False,True
1629,0.377,1.255,139,14.77336721835874,False,True,False,True,False,True,False,False
915,0.389,2.013,139,17.941835544146763,False,True,True,False,False,True,False,False
1933,0.087,0.583,72,27.46179097826031,False,True,False,True,False,True,False,False
2748,0.449,0.482,66,2.9868849355081615,False,True,True,False,False,False,False,True
573,0.41,1.335,21,4.81948346996408,True,False,True,False,False,False,True,False
504,0.325,2.671,106,43.03259206287154,False,True,False,True,False,True,False,False
2071,0.121,2.881,201,49.00610727003413,False,True,False,True,False,False,True,False
2055,0.293,2.391,216,15.695677723136008,False,True,True,False,False,False,True,False
1815,0.078,0.294,248,105.27072109969092,False,True,False,True,False,False,True,False
1773,0.052,1.09,36,24.591106389035545,False,True,False,True,False,True,False,False
2458,0.062,0.461,221,142.1598961178885,True,False,False,False,True,False,False,True
1305,0.474,2.248,291,36.43777356669532,True,False,False,True,False,False,True,False
644,0.138,2.667,233,129.88632048412592,False,True,True,False,False,True,False,False
1053,0.14,1.005,230,87.33857119178653,True,False,True,False,False,False,True,False
2074,0.278,2.166,108,14.05749615924854,True,False,True,False,False,False,False,True
1461,0.429,0.465,131,16.082075407770898,True,False,False,False,True,True,False,False
1325,0.443,0.363,191,18.551923114323728,False,True,True,False,False,False,False,True
1609,0.16,1.927,118,44.6512534699402,True,False,False,False,True,False,False,True
2335,0.111,1.937,106,40.99694161858637,True,False,False,True,False,False,False,True
1851,0.224,0.386,289,53.576458141511246,True,False,False,False,True,True,False,False
1504,0.142,0.417,241,63.32309019038886,False,True,False,False,True,False,True,False
938,0.069,0.218,230,220.46993823374967,False,True,False,False,True,True,False,False
2556,0.053,1.819,222,152.54541287678842,True,False,False,False,True,False,False,True
1976,0.237,0.913,121,24.627796953323397,True,False,False,False,True,False,False,True
1171,0.095,1.137,222,165.29226678171509,True,False,False,True,False,True,False,False
1790,0.23,0.8,279,43.70379987109118,False,True,False,True,False,True,False,False
2482,0.177,2.374,71,12.148872216434672,True,False,False,True,False,False,True,False
2183,0.467,1.562,147,10.628118077108555,False,True,False,False,True,False,False,True
856,0.225,2.701,109,27.523674456865656,False,True,True,False,False,True,False,False
767,0.284,1.226,103,32.92527876328823,False,True,False,False,True,False,False,True
2335,0.454,2.105,227,16.014422909154288,True,False,False,True,False,False,True,False
2928,0.215,2.76,163,14.3602689555365,True,False,True,False,False,False,True,False
512,0.081,2.688,96,171.59987340788214,True,False,False,False,True,True,False,False
1526,0.206,1.073,217,33.3888691042909,False,True,True,False,False,True,False,False
2153,0.152,1.799,245,50.48146339467557,False,True,False,True,False,True,False,False
1981,0.07,1.914,61,39.437583633490405,True,False,False,False,True,False,False,True
639,0.486,1.891,244,74.25329859402909,True,False,False,False,True,False,False,True
2848,0.254,1.821,26,3.420448745958257,True,False,False,False,True,False,False,True
1078,0.174,0.602,150,46.67312520386078,False,True,False,False,True,True,False,False
2775,0.352,1.36,111,11.179710393578052,True,False,False,True,False,False,False,True
2313,0.437,2.501,93,5.894676853127364,True,False,True,False,False,True,False,False
1784,0.386,2.736,136,10.758173656464654,True,False,True,False,False,False,True,False
2290,0.285,1.38,188,21.56107906841004,False,True,False,False,True,False,False,True
541,0.439,0.898,276,85.17880824563817,True,False,False,False,True,False,True,False
2824,0.425,0.717,97,6.290266727315781,True,False,False,True,False,False,True,False
1740,0.34,2.742,101,13.390793983978412,True,False,False,False,True,True,False,False
2356,0.304,0.892,134,17.412107977688407,True,False,False,False,True,False,False,True
2809,0.125,1.854,144,26.48682784409481,False,True,False,True,False,True,False,False
1891,0.114,2.496,70,19.473091166210455,False,True,True,False,False,False,False,True
605,0.232,2.659,226,93.03273368354546,False,True,False,False,True,True,False,False
2670,0.111,0.285,175,35.70027619247987,False,True,False,False,True,True,False,False
575,0.278,1.124,108,46.69471453236018,False,True,False,True,False,True,False,False
636,0.477,1.7,260,35.559763599368964,False,True,True,False,False,False,True,False
721,0.165,2.153,281,111.91204202528571,False,True,True,False,False,True,False,False
695,0.429,2.711,291,50.65984002084517,False,True,False,False,True,False,True,False
1778,0.098,2.36,143,80.80026490339418,True,False,False,True,False,False,False,True
1561,0.49,1.279,264,19.380615963633744,False,True,True,False,False,False,False,True
795,0.358,1.06,273,70.43712787487372,True,False,False,False,True,False,True,False
586,0.131,1.713,228,169.63931914828765,True,False,True,False,False,False,True,False
1057,0.269,2.877,250,46.37270983906231,False,True,False,False,True,False,True,False
676,0.36,1.195,152,54.97019053318296,True,False,False,True,False,True,False,False
1824,0.168,1.631,147,34.442678914112406,True,False,False,False,True,False,True,False
2436,0.336,1.388,273,23.60578853257362,True,False,False,False,True,False,True,False
612,0.264,2.795,86,34.16619609115865,False,True,False,True,False,True,False,False
2303,0.467,1.809,231,20.035451655239882,True,False,False,False,True,False,False,True
1121,0.253,2.126,157,43.28669956790211,False,True,False,True,False,False,False,True
982,0.273,0.433,279,76.60000908059851,True,False,False,True,False,False,True,False
953,0.208,2.097,230,64.27252010745391,True,False,True,False,False,False,True,False
995,0.35,2.969,115,22.489732665053484,True,False,False,False,True,False,True,False
1595,0.39,1.976,45,6.244104842229546,True,False,False,True,False,True,False,False
1783,0.138,2.018,220,49.97446424413117,True,False,True,False,False,False,True,False
1181,0.06,0.669,95,58.44210969988418,False,True,True,False,False,False,True,False
1760,0.142,0.517,41,8.617361086629625,False,True,False,False,True,False,True,False
1973,0.474,1.165,101,6.81260869374585,True,False,True,False,False,True,False,False
572,0.244,1.876,263,165.04195340810273,True,False,False,True,False,True,False,False
1119,0.078,0.631,15,10.617519967745617,False,True,False,True,False,False,True,False
1323,0.185,1.461,163,37.855155363795724,True,False,True,False,False,False,True,False
1990,0.349,1.54,192,21.79472423389312,True,False,False,False,True,True,False,False
2336,0.351,0.53,148,12.78647153467535,True,False,False,False,True,False,True,False
2045,0.335,2.402,120,12.2285012585383,False,True,False,False,True,False,False,True
1478,0.13,2.325,141,59.82318236253454,True,False,False,False,True,True,False,False
2911,0.437,1.135,238,19.46412588524026,True,False,False,True,False,False,False,True
2375,0.149,1.783,149,27.35632787359097,True,False,True,False,False,True,False,False
1955,0.462,2.167,212,20.813101461804152,True,False,False,True,False,True,False,False
1680,0.096,1.356,188,92.41163975150565,False,True,False,True,False,False,False,True
2344,0.281,1.495,84,11.83427795577279,True,False,False,False,True,False,False,True
2000,0.208,0.576,218,29.860193276629538,False,True,True,False,False,False,False,True
552,0.09,2.888,63,70.63948579200256,False,True,True,False,False,False,False,True
970,0.254,0.425,285,89.44755352727226,False,True,False,True,False,False,False,True
707,0.429,1.086,88,14.146992647868274,False,True,True,False,False,True,False,False
797,0.465,2.835,36,7.735329846749529,False,True,False,True,False,False,False,True
851,0.367,1.84,270,48.5472521838444,False,True,False,False,True,False,True,False
1459,0.154,1.72,205,39.19189408039419,False,True,True,False,False,False,True,False
1746,0.106,2.767,180,43.00028230555031,False,True,True,False,False,False,True,False
1361,0.417,1.212,95,8.813481799780986,False,True,False,False,True,False,True,False
1218,0.451,0.984,54,8.987901786386933,True,False,False,False,True,False,False,True
619,0.312,2.649,103,42.089866497073835,True,False,False,False,True,True,False,False
2815,0.139,2.665,208,37.89276211592111,True,False,False,False,True,False,True,False
1677,0.461,1.666,183,17.844640093426193,False,True,False,False,True,False,False,True
1630,0.386,2.222,143,11.715615903671814,False,True,False,False,True,False,True,False
2291,0.352,2.933,208,19.19122908560472,True,False,True,False,False,False,False,True
1370,0.099,0.559,143,58.734018556242184,False,True,False,False,True,False,True,False
833,0.22,1.778,288,67.95378487835085,False,True,True,False,False,False,True,False
2905,0.112,1.947,238,71.47291983517215,True,False,False,False,True,False,False,True
2861,0.316,1.947,239,13.951177582437948,False,True,False,False,True,False,True,False
1064,0.189,1.094,293,81.52584075658477,False,True,False,False,True,False,True,False
1139,0.241,1.899,35,8.322087638142573,True,False,True,False,False,True,False,False
1544,0.372,2.376,39,4.4753724151563,False,True,False,True,False,True,False,False
741,0.201,0.585,196,98.49062514140083,True,False,False,True,False,False,True,False
2466,0.053,2.312,188,70.68058418622108,False,True,True,False,False,True,False,False
1357,0.439,0.838,244,31.10992257582436,True,False,False,True,False,False,True,False
2468,0.365,1.211,223,10.56402046690185,False,True,True,False,False,False,True,False
1598,0.062,0.349,59,47.45026937030377,False,True,False,True,False,False,False,True
2448,0.203,1.072,159,24.425095134251027,True,False,True,False,False,False,False,True
1903,0.231,1.313,28,4.620113148496893,False,True,False,False,True,False,False,True
2538,0.351,2.143,62,5.07157411364578,True,False,False,False,True,False,True,False
2922,0.332,0.885,45,4.888643998059948,True,False,False,True,False,False,False,True
2215,0.1,1.345,188,46.40170313019747,False,True,False,False,True,False,True,False
2277,0.299,0.503,154,9.43346773862483,False,True,True,False,False,False,True,False
1278,0.268,2.862,183,36.011289089867255,False,True,False,True,False,True,False,False
2296,0.349,2.308,280,24.850241567450194,False,True,False,False,True,False,False,True
2763,0.368,0.838,260,14.118111272477691,True,False,True,False,False,False,True,False
1658,0.077,0.718,263,160.74777050433406,False,True,False,True,False,False,False,True
1854,0.426,2.589,137,8.236063375490934,False,True,True,False,False,True,False,False
1027,0.147,1.346,16,8.110333787938815,True,False,False,False,True,True,False,False
923,0.439,0.61,223,33.267359036124006,False,True,False,True,False,False,True,False
2152,0.106,1.248,282,54.02652197872102,False,True,True,False,False,False,True,False
1205,0.29,2.62,194,44.49110808878586,False,True,False,True,False,False,False,True
1042,0.269,1.802,297,79.89870419452944,True,False,False,True,False,False,True,False
2630,0.416,2.589,215,15.315459660238194,False,True,False,True,False,False,False,True
2685,0.205,1.231,119,14.771741149593863,True,False,False,False,True,False,True,False
2549,0.086,2.326,226,56.892323560206776,False,True,True,False,False,False,False,True
1175,0.133,2.365,148,54.756519947824785,False,True,True,False,False,False,False,True
2377,0.279,0.98,160,16.12223296125478,True,False,False,False,True,False,True,False
2525,0.315,2.476,283,25.780883316015366,True,False,False,False,True,False,True,False
2331,0.34,2.586,267,34.95570503408126,True,False,False,True,False,False,False,True
2033,0.386,0.509,91,7.295589369381273,True,False,True,False,False,True,False,False
2104,0.179,2.666,10,2.044183666823684,True,False,False,False,True,True,False,False
2253,0.426,2.245,275,21.456358432441647,False,True,False,False,True,False,False,True
2057,0.203,2.986,46,5.3064942813167635,False,True,True,False,False,True,False,False
621,0.18,1.638,63,31.651022894793268,False,True,False,False,True,False,True,False
2707,0.45,2.043,63,4.041036742511888,True,False,False,True,False,False,True,False
1064,0.122,1.205,18,9.839217869591616,False,True,False,False,True,False,False,True
2989,0.072,2.997,134,36.35028515675478,False,True,True,False,False,False,False,True
1884,0.38,2.666,14,1.633217961243021,True,False,False,True,False,True,False,False
2957,0.255,0.422,178,9.750313608428554,False,True,True,False,False,False,True,False
2133,0.431,1.352,115,11.0687469090678,True,False,False,True,False,True,False,False
2604,0.163,2.159,55,7.819765136629337,False,True,False,True,False,False,True,False
2542,0.141,1.772,147,24.110422011882243,False,True,True,False,False,False,False,True
1148,0.358,2.119,294,76.7041095634954,True,False,False,True,False,False,False,True
2856,0.272,2.554,64,4.309091021836518,False,True,False,False,True,False,True,False
2399,0.243,0.639,241,24.621091638265785,False,True,False,True,False,False,True,False
2206,0.19,0.51,124,14.768085363801598,False,True,True,False,False,True,False,False
1147,0.313,2.253,277,56.081765720577756,True,False,True,False,False,False,False,True
599,0.07,0.454,265,679.8922173994298,True,False,False,True,False,False,False,True
2485,0.305,1.339,56,7.322792052275137,True,False,False,True,False,False,False,True
2586,0.352,1.915,238,15.156709165012085,True,False,True,False,False,False,True,False
2173,0.26,1.648,51,5.058107406278466,False,True,True,False,False,False,False,True
1234,0.09,2.415,92,58.07470936306675,True,False,False,False,True,False,True,False
1216,0.233,1.823,264,43.40820209317227,False,True,True,False,False,True,False,False
792,0.068,1.69,213,295.14401531642415,True,False,True,False,False,False,False,True
1016,0.383,1.04,245,45.309745094176016,True,False,True,False,False,False,False,True
1379,0.492,0.435,155,17.08188430901622,True,False,False,True,False,False,True,False
1119,0.111,1.042,165,77.65209903820153,False,True,True,False,False,False,False,True
2254,0.206,1.559,182,25.18429888717881,True,False,True,False,False,True,False,False
1480,0.225,0.298,92,26.23166611314708,True,False,False,False,True,False,False,True
3000,0.483,2.135,98,4.30528146954116,False,True,False,True,False,True,False,False
2233,0.343,2.917,31,3.80201040762733,True,False,False,False,True,False,False,True
1063,0.15,1.821,273,105.27836849384819,False,True,False,True,False,False,True,False
2455,0.145,2.04,10,2.0942853503978216,False,True,False,False,True,False,False,True
1176,0.141,2.841,271,113.60548769419277,True,False,False,False,True,False,True,False
1174,0.182,1.829,197,50.90257935483075,False,True,True,False,False,False,False,True
1584,0.083,2.37,239,130.2039576239386,True,False,False,False,True,False,True,False
2706,0.107,0.429,155,41.083606436155605,True,False,False,False,True,True,False,False
648,0.141,2.821,101,79.07930132206717,True,False,False,False,True,False,True,False
2107,0.241,2.559,289,34.00069018631332,False,True,False,True,False,False,True,False
1850,0.182,2.623,43,7.765038980427015,False,True,False,True,False,False,True,False
2002,0.45,2.897,10,0.6936283676423055,False,True,False,False,True,True,False,False
2665,0.317,0.567,252,19.103013798517683,False,True,False,True,False,True,False,False
1691,0.184,1.629,167,30.390140249822714,False,True,False,False,True,False,True,False
2688,0.235,1.945,141,15.877828802888205,False,True,False,False,True,False,False,True
1803,0.072,2.655,221,124.85952500713384,True,False,False,False,True,False,True,False
1821,0.299,0.988,258,27.179831164475416,False,True,False,True,False,False,True,False
1445,0.08,1.654,86,44.008481166949025,False,True,False,False,True,True,False,False
