Spindle_Speed_rpm,Feed_mm_per_rev,Depth_of_Cut_mm,Machining_Length_mm,Machining_Time_sec,Operation,Material,Tool_Type
1291,0.072,2.329,265,185.3074041942679,Milling,Brass,Carbide
659,0.292,2.834,263,121.06191436811336,Milling,Cast Iron,Carbide
876,0.355,0.488,145,22.11143035847491,Turning,Brass,Carbide
1112,0.427,0.912,138,23.744012701759523,Turning,Cast Iron,HSS
834,0.492,0.597,225,55.81176480084512,Milling,Cast Iron,HSS
2623,0.236,1.879,233,36.286748622828306,Milling,Mild Steel,HSS
1925,0.089,0.249,54,17.453521393241534,Turning,Mild Steel,Coated Carbide
1832,0.123,2.755,103,32.95550560005307,Milling,Mild Steel,Coated Carbide
576,0.413,1.359,272,74.16380993304529,Milling,Brass,Carbide
1871,0.47,2.773,256,17.2661901274444,Turning,Mild Steel,Carbide
1464,0.439,2.542,283,24.214706631677046,Milling,Brass,Coated Carbide
1856,0.265,2.148,67,6.064276859553298,Turning,Brass,Coated Carbide
2302,0.185,2.899,288,52.08241683612338,Milling,Cast Iron,Coated Carbide
956,0.111,2.31,144,68.34510251528889,Turning,Brass,Carbide
2556,0.314,0.61,17,1.1633206927670368,Milling,Brass,Coated Carbide
1085,0.383,2.588,131,18.33485953558482,Turning,Brass,HSS
2466,0.064,0.377,33,19.42098126955827,Milling,Mild Steel,HSS
2803,0.3,0.611,273,16.305927916442958,Turning,Brass,Carbide
1404,0.423,1.799,261,32.24902836592442,Milling,Brass,HSS
2074,0.459,1.805,219,24.673466343287387,Milling,Cast Iron,HSS
825,0.276,1.044,99,46.595910605003525,Milling,Cast Iron,HSS
2540,0.232,1.619,231,28.754735903461896,Turning,Mild Steel,HSS
1635,0.416,0.992,13,1.098671928568846,Turning,Brass,HSS
2686,0.315,1.993,275,20.584746834147914,Turning,Cast Iron,Carbide
1604,0.348,1.847,39,5.270099572378532,Milling,Cast Iron,Coated Carbide
1999,0.145,2.123,188,69.24089406033528,Milling,Cast Iron,HSS
513,0.392,2.258,73,25.393465824666183,Milling,Mild Steel,Coated Carbide
2249,0.445,0.988,174,11.063931408808383,Turning,Cast Iron,Carbide
2195,0.346,2.802,211,20.359703323305332,Turning,Mild Steel,HSS
2520,0.471,1.738,37,2.098901819772659,Milling,Mild Steel,Coated Carbide
1245,0.462,1.148,82,15.014308569522427,Milling,Cast Iron,HSS
1057,0.375,0.657,261,60.75111835432675,Milling,Mild Steel,HSS
1744,0.094,0.777,14,7.0342803619564105,Turning,Cast Iron,HSS
1761,0.464,1.38,71,6.2211935714299935,Milling,Brass,HSS
2616,0.05,0.978,154,87.63577749678052,Turning,Mild Steel,HSS
968,0.057,1.878,68,88.25805824805015,Milling,Mild Steel,Coated Carbide
2437,0.383,0.497,167,11.321778521610305,Milling,Brass,Carbide
591,0.203,2.333,40,21.390054228562377,Turning,Cast Iron,Carbide
886,0.184,1.54,264,88.66716183373853,Turning,Brass,HSS
1326,0.158,0.604,95,24.199524518245145,Milling,Brass,Coated Carbide
2767,0.184,2.195,218,25.4313724110145,Turning,Brass,HSS
2015,0.429,2.296,56,5.42024874723397,Milling,Cast Iron,Carbide
2414,0.439,2.576,178,15.527728361594598,Milling,Mild Steel,HSS
2475,0.25,1.557,266,38.02536548306341,Milling,Cast Iron,Carbide
1881,0.169,1.197,299,71.848463132526,Milling,Cast Iron,Coated Carbide
1958,0.401,2.872,35,3.5134660025192352,Turning,Cast Iron,HSS
1219,0.316,1.921,290,44.92936009753147,Turning,Mild Steel,Carbide
2889,0.479,0.543,176,7.670972063926539,Turning,Brass,HSS
2815,0.204,2.032,282,29.597487151453354,Milling,Brass,Carbide
2655,0.075,0.721,120,30.16386899862395,Turning,Brass,Carbide
1701,0.147,1.758,128,51.41576927307606,Milling,Cast Iron,HSS
2145,0.489,1.741,272,16.850035597965146,Milling,Brass,Carbide
2203,0.171,2.763,59,13.981081728492912,Milling,Cast Iron,Carbide
2610,0.195,0.375,94,15.41128642760931,Milling,Cast Iron,Carbide
1604,0.091,0.902,99,70.90989090306124,Milling,Cast Iron,HSS
2852,0.204,2.097,62,6.222474839681061,Turning,Brass,HSS
1790,0.271,2.88,144,17.52516410322854,Turning,Mild Steel,Carbide
2119,0.292,1.972,227,15.859366285552802,Turning,Brass,Coated Carbide
845,0.374,1.506,138,34.61960670175426,Turning,Cast Iron,HSS
557,0.424,2.202,61,19.14626773096831,Milling,Cast Iron,Coated Carbide
1975,0.401,2.325,232,21.399520129336928,Milling,Brass,HSS
1917,0.479,1.725,222,19.1406161544633,Milling,Cast Iron,Coated Carbide
664,0.206,0.858,153,61.369210985959704,Turning,Mild Steel,Coated Carbide
2044,0.419,2.586,266,19.225115895048145,Milling,Brass,Carbide
2553,0.062,2.079,267,133.53218861677254,Milling,Cast Iron,Coated Carbide
1847,0.389,1.027,48,5.105780559316637,Turning,Cast Iron,HSS
502,0.349,1.594,286,79.86324480303237,Turning,Brass,Carbide
1283,0.252,0.235,292,62.759105427799156,Milling,Mild Steel,Coated Carbide
1084,0.198,1.535,290,136.24652537442623,Milling,Cast Iron,HSS
2325,0.459,2.093,192,9.914851823715312,Turning,Brass,HSS
2908,0.49,1.791,204,6.739494488154061,Turning,Brass,Carbide
1188,0.472,1.389,275,42.92433637465406,Milling,Cast Iron,Carbide
702,0.277,1.429,47,10.242535782834429,Turning,Brass,Coated Carbide
2332,0.272,0.346,30,2.9269035595445616,Turning,Mild Steel,Carbide
921,0.499,0.589,18,2.673799204697147,Milling,Mild Steel,Coated Carbide
1648,0.174,2.951,129,26.29939339955229,Turning,Mild Steel,Carbide
1417,0.315,1.43,176,31.71788586856516,Turning,Cast Iron,HSS
2963,0.155,1.713,291,49.373911516021074,Milling,Mild Steel,Carbide
2188,0.274,2.754,94,9.329557216285396,Turning,Cast Iron,Coated Carbide
2595,0.494,1.278,235,10.870877678924616,Turning,Brass,HSS
1040,0.157,1.999,37,13.731162121787978,Turning,Mild Steel,Carbide
2696,0.471,0.986,64,5.070070190947704,Milling,Cast Iron,HSS
665,0.181,0.63,191,121.46834366105314,Turning,Cast Iron,HSS
2883,0.132,1.103,82,17.385328347399046,Milling,Mild Steel,Carbide
1438,0.298,2.242,289,39.76484899350283,Turning,Cast Iron,Coated Carbide
2175,0.152,0.773,160,23.394603811441183,Turning,Brass,Carbide
1399,0.104,2.597,11,5.926213450965795,Turning,Cast Iron,HSS
2162,0.136,1.757,205,56.531820785056176,Turning,Cast Iron,HSS
2885,0.335,1.334,48,3.0682781644790276,Turning,Mild Steel,Carbide
2150,0.135,2.05,34,10.305175033292407,Milling,Cast Iron,Carbide
850,0.124,2.769,271,137.46283509168666,Turning,Mild Steel,Coated Carbide
1278,0.294,2.036,224,33.36892412544256,Milling,Brass,Coated Carbide
1934,0.393,0.859,71,6.5459859246065495,Milling,Mild Steel,Coated Carbide
2761,0.194,1.211,289,38.248878522615136,Milling,Mild Steel,Coated Carbide
2397,0.258,2.909,146,12.718251554006264,Turning,Mild Steel,Coated Carbide
1289,0.381,2.333,145,23.04584948484365,Milling,Cast Iron,Coated Carbide
2642,0.466,1.113,271,16.1610806232484,Milling,Mild Steel,Coated Carbide
642,0.249,1.028,107,48.18280000914125,Milling,Brass,HSS
622,0.268,2.968,254,117.18001870254217,Milling,Brass,HSS
1600,0.278,1.378,17,2.731973806472409,Turning,Mild Steel,HSS
2587,0.248,2.139,100,12.059333337824386,Milling,Mild Steel,Carbide
870,0.25,1.735,189,45.377373595998144,Turning,Mild Steel,Coated Carbide
2425,0.23,2.223,282,28.607518986903862,Turning,Mild Steel,Coated Carbide
2435,0.265,0.911,114,9.30719415251347,Turning,Mild Steel,Coated Carbide
1835,0.206,1.454,108,20.41219385484165,Milling,Brass,HSS
1269,0.432,2.0,69,5.60408773481119,Turning,Brass,Coated Carbide
2629,0.284,1.151,153,9.405663630142167,Turning,Brass,Carbide
1306,0.346,1.517,28,5.593316202251075,Milling,Mild Steel,HSS
1932,0.273,1.493,173,19.992155399638047,Turning,Mild Steel,Carbide
2260,0.454,2.359,249,13.761921880263413,Turning,Brass,HSS
1924,0.46,1.625,140,12.16150033774739,Milling,Mild Steel,Carbide
2719,0.364,0.734,29,2.4839436035225133,Milling,Cast Iron,Carbide
802,0.058,1.354,136,170.6708509830652,Turning,Brass,HSS
2721,0.447,2.841,68,4.461915670916481,Milling,Cast Iron,Coated Carbide
1493,0.181,2.09,119,39.37968654991432,Milling,Mild Steel,HSS
2791,0.358,0.936,207,12.711950956976489,Milling,Brass,Carbide
1486,0.051,0.99,149,113.53145502352211,Milling,Brass,Coated Carbide
965,0.068,2.5,208,308.508952091831,Milling,Mild Steel,HSS
2530,0.296,1.799,134,10.353724590734227,Turning,Cast Iron,Coated Carbide
1970,0.337,1.505,199,22.85749352250126,Milling,Cast Iron,Coated Carbide
593,0.361,0.533,269,78.87679616064122,Turning,Mild Steel,Carbide
1291,0.326,1.379,22,2.6292829336637373,Turning,Brass,Carbide
1663,0.389,1.546,155,12.299596019644698,Turning,Mild Steel,Coated Carbide
2860,0.403,0.727,250,22.331594890320492,Milling,Cast Iron,HSS
1855,0.167,1.402,115,31.892093726041324,Milling,Cast Iron,Carbide
1405,0.308,0.31,40,3.7940188474576164,Turning,Brass,Coated Carbide
1254,0.371,1.262,223,23.5994768472354,Turning,Brass,Carbide
963,0.265,2.602,203,46.50347149446181,Milling,Brass,Coated Carbide
945,0.05,1.174,287,272.62959781775265,Turning,Brass,Coated Carbide
2555,0.292,0.473,230,23.20101715234807,Turning,Cast Iron,HSS
2870,0.36,0.636,146,7.9147348642828526,Turning,Brass,HSS
2281,0.164,2.897,30,6.3615840147561125,Milling,Cast Iron,Coated Carbide
1167,0.143,0.967,124,40.980231876066725,Turning,Mild Steel,Coated Carbide
544,0.128,1.45,244,290.57473904716613,Milling,Cast Iron,Carbide
1507,0.495,1.562,113,9.12993214272806,Turning,Mild Steel,Carbide
2056,0.333,0.81,215,21.256762821248866,Milling,Mild Steel,Coated Carbide
1814,0.369,1.058,114,10.064602325332446,Turning,Cast Iron,Coated Carbide
1326,0.395,2.783,272,31.93099906871597,Turning,Cast Iron,Coated Carbide
875,0.118,2.558,27,20.716037820766964,Milling,Cast Iron,Coated Carbide
1078,0.332,1.14,24,3.02657891233051,Turning,Brass,Coated Carbide
2376,0.448,1.485,247,16.05341117428966,Turning,Mild Steel,HSS
1840,0.358,2.111,163,18.653951663034395,Turning,Cast Iron,HSS
1051,0.38,1.48,201,43.137647826435845,Milling,Cast Iron,Carbide
2378,0.386,0.551,202,15.07461788449961,Turning,Mild Steel,HSS
785,0.466,0.554,274,47.861587735266,Milling,Brass,Carbide
1313,0.468,0.981,163,15.16560841015435,Turning,Cast Iron,Coated Carbide
1334,0.176,2.313,231,57.174597793632834,Turning,Mild Steel,Carbide
995,0.12,0.614,109,41.26431156365431,Turning,Brass,Coated Carbide
1899,0.283,1.111,293,43.699297566475785,Milling,Cast Iron,Coated Carbide
685,0.279,1.448,259,83.87215788886508,Turning,Mild Steel,Carbide
2017,0.173,1.877,111,18.900288670606397,Turning,Cast Iron,Coated Carbide
2068,0.15,2.929,32,6.510124532814991,Milling,Brass,Carbide
795,0.335,1.765,216,62.42056840964872,Milling,Cast Iron,Coated Carbide
677,0.461,2.512,180,48.3235291888542,Milling,Cast Iron,Carbide
1120,0.057,1.886,124,93.81957061128898,Turning,Brass,Carbide
1435,0.221,1.305,299,76.12425124651733,Milling,Mild Steel,Carbide
2420,0.386,2.109,223,16.020394727297717,Turning,Cast Iron,Carbide
1068,0.305,1.378,294,54.22996539683276,Turning,Cast Iron,Coated Carbide
1562,0.053,0.772,32,28.85850328581103,Turning,Mild Steel,HSS
863,0.099,2.825,154,140.3590589178287,Milling,Mild Steel,Carbide
1806,0.193,1.377,145,37.174164611176835,Milling,Mild Steel,HSS
2294,0.301,2.107,266,31.093204822009103,Milling,Mild Steel,Carbide
1812,0.266,2.328,274,37.41497682920139,Turning,Cast Iron,Carbide
1516,0.094,0.763,73,28.135755754318865,Milling,Brass,Coated Carbide
2667,0.362,1.789,251,17.706702413315952,Milling,Mild Steel,Coated Carbide
1727,0.101,0.384,14,8.193060545801611,Milling,Cast Iron,HSS
1530,0.369,0.524,85,10.031043850678302,Turning,Cast Iron,Carbide
504,0.128,2.024,229,271.3991361018775,Milling,Brass,HSS
674,0.356,2.767,277,79.9472706524306,Turning,Cast Iron,Carbide
2623,0.144,2.01,32,4.143677655178319,Turning,Brass,Carbide
744,0.312,1.756,172,53.951095929479955,Turning,Mild Steel,HSS
2031,0.207,1.195,220,27.495470420450918,Turning,Mild Steel,Coated Carbide
969,0.104,0.684,271,160.18763514917214,Milling,Brass,Carbide
1268,0.355,1.656,205,27.022109353311162,Turning,Mild Steel,Carbide
952,0.166,1.487,195,86.88469997945873,Turning,Mild Steel,HSS
683,0.308,0.903,266,92.24629941349346,Milling,Mild Steel,Coated Carbide
1687,0.24,0.332,137,24.605564805453305,Milling,Mild Steel,Coated Carbide
2280,0.251,1.382,259,28.315234855302457,Turning,Mild Steel,Carbide
2049,0.304,0.51,159,20.61620797878579,Milling,Cast Iron,Coated Carbide
2261,0.194,1.054,201,32.87941188032285,Milling,Mild Steel,Coated Carbide
1278,0.44,1.062,157,17.51620949812566,Milling,Brass,Carbide
564,0.491,2.613,227,78.35204608145742,Milling,Mild Steel,HSS
1543,0.255,2.027,35,6.811940182413165,Milling,Brass,HSS
2663,0.412,0.38,197,18.011262351005772,Milling,Cast Iron,HSS
2387,0.19,1.051,299,65.89815256634833,Milling,Cast Iron,HSS
1606,0.364,1.631,22,2.276876117708867,Milling,Brass,Carbide
1548,0.093,0.471,187,58.632898764761705,Turning,Brass,Coated Carbide
2220,0.259,1.354,27,2.061006528288787,Turning,Brass,Coated Carbide
2288,0.294,1.501,249,39.15101489451982,Milling,Cast Iron,HSS
1883,0.1,1.37,159,56.9672459205325,Turning,Cast Iron,Carbide
2532,0.295,2.667,99,9.834736717734213,Turning,Mild Steel,HSS
1211,0.213,0.691,203,39.012677492865485,Turning,Brass,Carbide
1539,0.177,0.879,144,41.42572089341957,Milling,Brass,HSS
1264,0.419,1.927,72,6.393555289725978,Turning,Brass,Carbide
2735,0.068,1.049,56,17.031190836237236,Turning,Cast Iron,Coated Carbide
2340,0.295,2.452,213,24.734191540181147,Turning,Cast Iron,HSS
1317,0.124,2.142,141,50.29388988238734,Turning,Mild Steel,Carbide
842,0.087,2.568,183,263.23643006336755,Milling,Cast Iron,HSS
1498,0.344,2.622,132,14.805834352633255,Turning,Brass,HSS
2648,0.167,2.45,101,22.045104707683233,Milling,Mild Steel,HSS
2046,0.334,1.357,65,7.777736101523251,Turning,Cast Iron,HSS
2340,0.184,2.533,72,13.232321837826113,Milling,Cast Iron,Coated Carbide
1088,0.441,1.904,140,21.02786325552053,Milling,Mild Steel,Coated Carbide
2221,0.3,2.742,62,8.923842183332772,Milling,Mild Steel,HSS
1973,0.351,1.136,65,7.627904642136512,Milling,Mild Steel,Carbide
2903,0.37,2.89,14,0.7585949765725424,Turning,Cast Iron,Coated Carbide
2026,0.46,0.453,210,17.237494234418154,Milling,Brass,HSS
2246,0.343,1.125,219,16.026228067661773,Turning,Brass,HSS
928,0.081,1.523,268,247.74842669214948,Turning,Mild Steel,HSS
2896,0.324,1.976,95,4.802966671094339,Turning,Brass,Carbide
1765,0.466,0.716,24,2.736387139346869,Milling,Mild Steel,HSS
655,0.252,2.164,62,22.382705993876314,Turning,Mild Steel,Carbide
1957,0.369,1.484,126,13.607360692888108,Turning,Cast Iron,HSS
811,0.156,0.434,218,104.66132001625571,Turning,Cast Iron,Coated Carbide
1202,0.3,0.356,144,27.87702327232708,Turning,Mild Steel,HSS
2059,0.118,0.395,293,68.7392024015193,Turning,Brass,HSS
2311,0.278,0.954,246,20.09748008159955,Turning,Mild Steel,Coated Carbide
829,0.105,2.565,81,74.09519663511702,Milling,Cast Iron,Coated Carbide
2481,0.107,0.986,29,10.306383979065595,Milling,Mild Steel,HSS
2075,0.176,0.302,259,33.7756353555773,Turning,Brass,Carbide
1695,0.414,0.836,11,0.9993133466977988,Turning,Cast Iron,Carbide
2820,0.095,1.675,260,56.390687505583664,Turning,Cast Iron,Coated Carbide
2438,0.1,2.531,79,23.033947392866793,Turning,Mild Steel,HSS
1909,0.087,1.951,227,117.34839140754228,Milling,Cast Iron,Carbide
1668,0.346,1.477,214,24.21258412878904,Milling,Brass,Carbide
1371,0.394,2.212,253,25.567279434533905,Turning,Mild Steel,Coated Carbide
2015,0.243,1.631,257,29.109749309995514,Turning,Mild Steel,Coated Carbide
2176,0.258,2.917,201,26.922652333415662,Milling,Cast Iron,Coated Carbide
1043,0.447,2.408,69,9.283931922269582,Milling,Brass,Carbide
726,0.108,0.368,142,141.43966029243586,Milling,Cast Iron,Coated Carbide
707,0.262,1.811,269,82.782485980676,Turning,Mild Steel,Carbide
2362,0.334,1.553,58,6.9351605514053505,Milling,Mild Steel,HSS
2241,0.178,2.485,58,9.898002881121617,Milling,Mild Steel,Coated Carbide
2369,0.362,0.81,181,12.68095840726207,Milling,Brass,Carbide
1553,0.246,1.6,274,54.49890185769912,Turning,Cast Iron,HSS
2314,0.42,2.87,285,18.048521644122882,Milling,Brass,Carbide
2004,0.345,2.827,252,34.081542641024214,Milling,Mild Steel,HSS
1436,0.135,2.787,163,61.70258161314658,Turning,Mild Steel,HSS
577,0.215,2.864,113,68.70235303090239,Turning,Cast Iron,HSS
2317,0.451,0.592,16,1.369286279429406,Milling,Mild Steel,HSS
1244,0.286,0.915,221,30.469060248106487,Turning,Brass,Carbide
1407,0.441,0.856,149,14.068870675586862,Turning,Cast Iron,Coated Carbide
2823,0.293,2.053,251,17.788564463435506,Turning,Mild Steel,Carbide
2702,0.353,1.738,208,15.752140785750028,Milling,Brass,HSS
601,0.443,2.424,296,65.40449735343014,Milling,Brass,Coated Carbide
722,0.184,2.665,298,160.58566767957961,Milling,Brass,HSS
2188,0.323,0.626,284,16.52896467588236,Turning,Brass,Coated Carbide
2889,0.248,1.875,274,16.469821673870747,Turning,Brass,Coated Carbide
1528,0.441,1.664,103,9.35749530503481,Turning,Mild Steel,Carbide
1697,0.089,1.53,127,43.3276370188197,Turning,Mild Steel,Coated Carbide
1617,0.397,0.963,92,6.481648666256337,Turning,Brass,Coated Carbide
1986,0.077,0.814,208,100.25793314095755,Turning,Mild Steel,HSS
2507,0.362,1.265,212,12.476631818333578,Milling,Brass,Coated Carbide
1607,0.087,0.269,173,65.03420034533697,Turning,Mild Steel,Coated Carbide
1728,0.233,0.892,258,36.51497893388481,Turning,Cast Iron,Coated Carbide
2000,0.162,1.957,177,44.76343972045771,Turning,Cast Iron,HSS
1761,0.199,2.098,247,53.13460826528004,Turning,Mild Steel,HSS
2897,0.232,2.2,284,23.927486341379144,Turning,Brass,HSS
1584,0.307,1.421,80,12.25934400407627,Milling,Brass,HSS
718,0.334,1.917,266,86.08611457998227,Milling,Cast Iron,Coated Carbide
2297,0.106,2.681,88,27.250588278844976,Milling,Brass,HSS
1498,0.242,1.998,86,12.341407282465198,Turning,Mild Steel,Coated Carbide
1003,0.108,2.072,33,17.317772038623872,Milling,Brass,Coated Carbide
1562,0.174,1.667,291,67.73709270854701,Turning,Cast Iron,Carbide
919,0.273,0.764,41,10.676347023743588,Milling,Brass,Carbide
2303,0.127,0.489,85,18.09486480438459,Turning,Cast Iron,Coated Carbide
2146,0.109,0.332,284,71.5370926151446,Turning,Cast Iron,Coated Carbide
1311,0.461,2.753,291,37.771515500034674,Milling,Cast Iron,Coated Carbide
1411,0.264,0.471,288,57.70111887816101,Milling,Brass,HSS
1149,0.188,2.81,175,50.96754864106437,Turning,Cast Iron,Carbide
2410,0.209,1.964,73,8.22093482498046,Turning,Cast Iron,Coated Carbide
1822,0.065,0.432,202,100.42971901936227,Turning,Mild Steel,Carbide
615,0.138,0.768,79,72.19636238799797,Milling,Brass,HSS
2639,0.442,1.898,185,12.07460325667142,Milling,Cast Iron,Coated Carbide
639,0.468,0.993,225,69.98360705471296,Milling,Mild Steel,HSS
528,0.074,0.701,16,31.18443203860624,Turning,Cast Iron,HSS
1303,0.062,2.515,179,177.93412440649098,Turning,Cast Iron,HSS
1553,0.32,1.289,108,16.78782379050423,Milling,Cast Iron,Coated Carbide
2336,0.41,1.896,68,5.420698019480641,Milling,Brass,HSS
2240,0.353,1.451,25,1.946865176295565,Turning,Mild Steel,Carbide
2052,0.433,2.079,40,4.804052060379019,Milling,Cast Iron,HSS
1891,0.343,2.382,162,14.529744450269794,Turning,Mild Steel,Carbide
968,0.333,2.431,204,29.76919646137234,Turning,Brass,Carbide
1688,0.245,2.144,175,18.775687408440728,Turning,Brass,Coated Carbide
2040,0.168,2.49,247,33.28390361801032,Turning,Brass,Carbide
2614,0.276,1.981,271,17.680039770439063,Turning,Brass,Carbide
2757,0.153,1.833,32,4.492026802299418,Turning,Mild Steel,Carbide
1576,0.069,2.157,276,246.41782199930054,Milling,Mild Steel,HSS
891,0.383,0.623,212,60.35079450127031,Milling,Mild Steel,HSS
2528,0.375,2.622,30,2.198715969173878,Milling,Mild Steel,Coated Carbide
2710,0.181,1.1,171,32.05851667609133,Milling,Mild Steel,HSS
937,0.074,2.981,100,67.28999656936544,Turning,Brass,Carbide
706,0.482,2.024,242,56.81711520709906,Milling,Cast Iron,Coated Carbide
2620,0.212,2.816,95,12.163639345278854,Turning,Mild Steel,HSS
2193,0.356,2.357,155,15.728282195676904,Turning,Cast Iron,HSS
1301,0.496,1.06,50,4.908321711380616,Milling,Brass,Carbide
770,0.328,0.76,25,6.84384231552051,Turning,Mild Steel,HSS
2663,0.395,0.711,269,19.12280720559125,Milling,Brass,HSS
2401,0.333,1.997,41,2.9186411980568927,Turning,Brass,HSS
1926,0.065,0.335,136,83.08102764526184,Milling,Cast Iron,Coated Carbide
2957,0.308,1.877,55,4.570661428824455,Turning,Cast Iron,HSS
2961,0.358,0.583,219,12.258037328716334,Turning,Cast Iron,Coated Carbide
2463,0.338,0.474,81,6.494179457793118,Milling,Mild Steel,Coated Carbide
1693,0.123,1.503,101,33.17266925387142,Milling,Mild Steel,Coated Carbide
2616,0.48,2.53,253,16.402864354621393,Turning,Cast Iron,HSS
1788,0.375,2.05,287,27.47388701714398,Milling,Brass,Carbide
1607,0.276,2.626,207,24.897652561648286,Turning,Mild Steel,Coated Carbide
2045,0.138,2.184,124,33.27784936219635,Milling,Cast Iron,Coated Carbide
634,0.168,0.422,242,147.21268662066916,Turning,Cast Iron,Carbide
1154,0.416,2.482,82,13.77391836514599,Turning,Cast Iron,HSS
2886,0.119,2.928,32,5.59015849414579,Turning,Mild Steel,Carbide
2060,0.279,0.559,99,11.850310546195454,Turning,Cast Iron,Carbide
1368,0.162,0.696,174,63.065818371636496,Turning,Cast Iron,HSS
872,0.081,2.034,163,163.05296646849987,Milling,Mild Steel,Coated Carbide
1806,0.421,2.166,159,14.344735255276465,Milling,Mild Steel,Coated Carbide
2810,0.362,0.215,210,9.89853052479032,Turning,Brass,Carbide
1212,0.429,0.356,201,21.68332069128155,Turning,Brass,HSS
1502,0.052,0.903,191,163.6194095300069,Milling,Mild Steel,Coated Carbide
1987,0.181,0.712,83,12.879958884536213,Turning,Brass,HSS
2622,0.218,2.143,158,16.618182495830567,Milling,Brass,Carbide
1946,0.27,0.378,206,30.382579563330143,Milling,Mild Steel,Carbide
1777,0.133,0.357,74,22.42040985683583,Milling,Mild Steel,Coated Carbide
1515,0.229,0.732,225,37.161803728234716,Turning,Cast Iron,Coated Carbide
1867,0.144,1.646,114,32.64312266625328,Milling,Mild Steel,Carbide
2003,0.469,2.469,116,9.001185961424145,Turning,Mild Steel,HSS
2004,0.124,1.852,252,43.249229987911434,Turning,Brass,Coated Carbide
2183,0.487,0.492,105,5.3246802297950735,Milling,Brass,Coated Carbide
1798,0.116,2.0,297,121.85287139712545,Milling,Cast Iron,Carbide
1927,0.327,2.631,124,11.339298479571127,Turning,Cast Iron,Coated Carbide
1910,0.052,1.114,20,12.693801549305736,Milling,Brass,Carbide
1834,0.482,2.415,10,0.7201594343479025,Turning,Cast Iron,Carbide
2454,0.273,1.899,177,27.57325431592396,Milling,Cast Iron,HSS
1700,0.499,1.886,227,20.995082771163723,Milling,Mild Steel,Carbide
1221,0.265,2.22,294,70.90137220069975,Turning,Cast Iron,HSS
2509,0.175,0.648,144,19.435048012811833,Turning,Cast Iron,Coated Carbide
947,0.085,2.264,292,249.2826901300429,Milling,Mild Steel,Coated Carbide
2160,0.441,0.735,293,17.65045354685478,Milling,Brass,Coated Carbide
2824,0.176,0.328,106,17.740878962742016,Milling,Cast Iron,Carbide
1180,0.34,1.448,256,49.55833370606826,Turning,Cast Iron,HSS
1648,0.148,2.332,165,66.59292555691398,Milling,Cast Iron,HSS
672,0.301,1.69,19,6.429802668245613,Turning,Mild Steel,HSS
1099,0.122,0.411,146,63.65056350738861,Turning,Cast Iron,Coated Carbide
1496,0.358,2.595,19,3.0125258981451997,Milling,Cast Iron,Carbide
575,0.498,1.396,31,6.64561079839492,Turning,Mild Steel,Carbide
2383,0.265,1.868,142,17.12073598412994,Turning,Cast Iron,HSS
2709,0.316,1.516,34,1.6392038125632185,Turning,Brass,Coated Carbide
2941,0.257,2.126,145,18.841425642974016,Milling,Mild Steel,HSS
945,0.08,1.175,72,58.316276005629604,Turning,Cast Iron,Coated Carbide
1222,0.256,1.926,111,20.22076097219861,Turning,Brass,HSS
2208,0.202,1.748,54,7.47979839744097,Turning,Cast Iron,Coated Carbide
1088,0.341,1.391,219,55.04839021842895,Milling,Mild Steel,HSS
1184,0.277,0.944,215,36.82247396067241,Turning,Brass,HSS
1363,0.286,1.984,28,3.8880285849597627,Milling,Brass,Coated Carbide
1718,0.382,0.604,235,22.679816392990272,Turning,Cast Iron,Carbide
2931,0.424,1.116,148,7.37873363008537,Turning,Mild Steel,Carbide
542,0.294,2.355,127,36.76363354172533,Turning,Brass,Carbide
529,0.146,1.092,74,101.32143274886334,Milling,Cast Iron,HSS
1706,0.064,2.259,114,63.590743180851035,Milling,Brass,Carbide
2539,0.45,1.603,198,12.428693373781702,Milling,Brass,HSS
1614,0.429,0.576,226,25.582752603771766,Milling,Cast Iron,Coated Carbide
1783,0.352,0.474,47,3.1747551436077126,Turning,Brass,Coated Carbide
819,0.437,2.906,269,60.15530809737865,Milling,Mild Steel,Carbide
2150,0.148,2.565,213,45.985966943340685,Milling,Mild Steel,Coated Carbide
1576,0.165,0.967,269,71.05421365563289,Turning,Mild Steel,HSS
2696,0.143,2.408,291,41.59148751498945,Milling,Brass,Coated Carbide
1530,0.313,2.042,231,48.633910954851785,Milling,Cast Iron,HSS
1690,0.263,1.272,272,30.683970819582445,Turning,Brass,Carbide
614,0.182,2.235,246,148.95340834858533,Turning,Cast Iron,Carbide
1124,0.471,1.088,174,23.540021252542292,Turning,Mild Steel,HSS
782,0.466,0.93,126,17.010789423420373,Turning,Brass,Carbide
1847,0.251,2.189,26,5.06524074027693,Milling,Mild Steel,HSS
1371,0.119,2.472,32,20.31039210048954,Milling,Cast Iron,HSS
2836,0.292,0.233,116,13.688952793678185,Milling,Mild Steel,HSS
1122,0.263,1.47,216,47.79357872892989,Milling,Brass,Carbide
1239,0.27,1.781,74,18.742125869561153,Milling,Cast Iron,Carbide
2080,0.107,0.884,14,5.109774385613373,Milling,Mild Steel,Carbide
2765,0.334,2.418,121,6.907673324814606,Turning,Mild Steel,Coated Carbide
2808,0.228,1.334,123,10.556383272211821,Turning,Brass,HSS
2679,0.402,2.363,166,11.58591486252883,Milling,Cast Iron,Coated Carbide
2218,0.496,2.74,41,3.9926616178243015,Milling,Cast Iron,HSS
850,0.361,2.0,169,35.52471034757333,Turning,Cast Iron,Carbide
